,actionPosX1,actionPosX2,actionPosY1,actionPosY2
408,452.0,331.0,710.32,765.32
409,978.0,998.0,711.32,522.32
410,344.0,429.0,701.32,523.32
411,411.0,502.0,780.32,617.32
412,82.0,305.0,773.32,712.32
413,1056.0,902.0,772.32,616.32
414,921.0,1034.0,799.32,715.32
415,834.0,574.0,693.32,573.32
416,537.0,455.0,724.32,610.32
417,308.0,388.0,794.32,677.32
418,872.0,1006.0,727.32,645.32
419,454.0,465.0,662.32,433.32
420,653.0,525.0,790.32,716.32
421,542.0,528.0,710.32,567.32
422,881.0,1012.0,758.32,389.32
423,592.0,514.0,716.32,746.32
424,553.0,417.0,627.32,381.32
425,754.0,646.0,717.32,642.32
426,660.0,885.0,730.32,606.32
427,532.0,504.0,763.32,608.32
428,582.0,505.0,787.32,633.32
429,698.0,610.0,672.32,764.32
430,874.0,781.0,692.32,740.32
431,58.0,134.0,566.32,405.32
432,1157.0,968.0,717.32,633.32
433,472.0,444.0,699.32,766.32
434,776.0,915.0,745.32,442.32
435,444.0,371.0,716.32,647.32
436,509.0,365.0,718.32,756.32
437,388.0,460.0,544.32,430.32
438,581.0,419.0,727.32,669.32
439,564.0,650.0,711.32,538.32
440,738.0,831.0,796.32,521.32
441,585.0,465.0,792.32,672.32
442,363.0,465.0,744.32,674.32
443,433.0,579.0,761.32,680.32
444,68.0,286.0,791.32,710.32
445,594.0,482.0,705.32,720.32
446,936.0,1045.0,673.32,545.32
447,1264.0,1218.0,695.32,388.32
448,964.0,1015.0,801.32,683.32
449,666.0,494.0,683.32,710.32
450,552.0,565.0,695.32,640.32
451,992.0,1154.0,791.32,538.32
452,953.0,875.0,660.32,388.32
453,989.0,1105.0,796.32,723.32
454,495.0,529.0,529.32,323.32
455,267.0,425.0,624.32,587.32
456,581.0,411.0,764.32,669.32
457,257.0,311.0,793.32,675.32
458,797.0,873.0,697.32,533.32
459,546.0,454.0,690.32,553.32
460,342.0,230.0,799.32,753.32
461,330.0,306.0,763.32,698.32
462,739.0,846.0,661.32,521.32
463,807.0,570.0,742.32,493.32
464,348.0,136.0,556.32,513.32
465,504.0,391.0,506.32,717.32
466,333.0,309.0,343.32,253.32
467,658.0,799.0,374.32,333.32
468,488.0,510.0,139.32,229.32
469,329.0,284.0,235.32,290.32
470,209.0,217.0,289.32,389.32
471,927.0,769.0,406.32,403.32
472,254.0,290.0,114.32,66.32
473,287.0,249.0,306.32,266.32
474,413.0,449.0,193.32,76.32
475,392.0,446.0,131.32,147.32
476,182.0,138.0,79.32,409.32
477,508.0,654.0,286.32,347.32
478,572.0,136.0,248.32,223.32
479,699.0,880.0,282.32,254.32
480,398.0,446.0,89.32,211.32
481,403.0,507.0,175.32,174.32
482,571.0,210.0,393.32,730.32
483,508.0,458.0,679.32,690.32
484,465.0,320.0,639.32,501.32
485,1119.0,1132.0,173.32,83.32
486,350.0,378.0,321.32,347.32
487,490.0,420.0,237.32,83.32
488,534.0,466.0,231.32,95.32
489,241.0,364.0,216.32,67.32
490,555.0,551.0,124.32,98.32
491,503.0,405.0,182.32,152.32
492,456.0,446.0,334.32,661.32
493,354.0,162.0,560.32,648.32
494,351.0,344.0,469.32,233.32
495,478.0,451.0,437.32,143.32
496,470.0,604.0,559.32,422.32
497,417.0,176.0,284.32,193.32
498,365.0,369.0,246.32,263.32
499,898.0,964.0,612.32,532.32
500,359.0,316.0,117.32,64.32
501,205.0,144.0,202.32,146.32
502,740.0,633.0,551.32,579.32
503,576.0,804.0,514.32,387.32
504,581.0,686.0,466.32,185.32
505,431.0,412.0,132.32,205.32
506,464.0,420.0,304.32,96.32
507,739.0,528.0,495.32,684.32
508,721.0,654.0,483.32,392.32
509,948.0,980.0,169.32,250.32
510,545.0,334.0,511.32,229.32
511,539.0,598.0,118.32,152.32
512,453.0,459.0,147.32,118.32
513,937.0,456.0,672.32,711.32
514,332.0,221.0,581.32,566.32
515,776.0,875.0,510.32,697.32
516,372.0,487.0,644.32,717.32
517,400.0,653.0,759.32,651.32
518,310.0,389.0,345.32,345.32
519,699.0,611.0,202.32,307.32
520,827.0,605.0,376.32,723.32
521,615.0,584.0,497.32,267.32
522,397.0,290.0,248.32,168.32
523,646.0,889.0,425.32,367.32
524,462.0,520.0,664.32,657.32
525,722.0,645.0,110.32,140.32
526,359.0,285.0,629.32,626.32
527,753.0,899.0,380.32,347.32
528,592.0,418.0,94.32,117.32
529,792.0,824.0,152.32,185.32
530,482.0,587.0,311.32,350.32
531,335.0,394.0,529.32,366.32
532,607.0,755.0,326.32,342.32
533,511.0,404.0,325.32,85.32
534,984.0,1014.0,131.32,96.32
535,713.0,584.0,412.32,292.32
536,172.0,204.0,536.32,584.32
537,671.0,760.0,410.32,338.32
538,303.0,264.0,703.32,772.32
539,553.0,512.0,169.32,76.32
540,219.0,321.0,751.32,779.32
541,365.0,414.0,176.32,178.32
542,568.0,636.0,495.32,570.32
543,258.0,325.0,90.32,122.32
544,816.0,742.0,276.32,92.32
545,589.0,488.0,148.32,140.32
546,586.0,404.0,394.32,617.32
547,1008.0,1167.0,581.32,465.32
548,547.0,613.0,578.32,505.32
549,435.0,608.0,148.32,396.32
550,395.0,445.0,43.32,116.32
551,636.0,573.0,105.32,250.32
552,749.0,833.0,203.32,374.32
553,568.0,484.0,176.32,245.32
554,865.0,835.0,176.32,310.32
555,278.0,325.0,33.32,125.32
556,266.0,328.0,76.32,245.32
557,144.0,193.0,145.32,540.32
558,1047.0,1228.0,215.32,345.32
559,634.0,524.0,223.32,77.32
560,547.0,374.0,237.32,743.32
561,379.0,470.0,447.32,637.32
562,381.0,204.0,548.32,198.32
563,495.0,404.0,287.32,337.32
564,559.0,309.0,301.32,84.32
565,700.0,563.0,576.32,595.32
566,930.0,695.0,652.32,259.32
567,479.0,122.0,288.32,639.32
568,498.0,437.0,225.32,303.32
569,621.0,219.0,371.32,770.32
570,504.0,588.0,341.32,468.32
571,425.0,274.0,233.32,68.32
572,578.0,247.0,90.32,78.32
573,603.0,853.0,297.32,419.32
574,765.0,682.0,129.32,271.32
575,757.0,852.0,82.32,197.32
576,734.0,696.0,193.32,279.32
577,525.0,408.0,147.32,171.32
578,461.0,475.0,362.32,219.32
579,583.0,737.0,188.32,331.32
580,478.0,453.0,632.32,692.32
581,366.0,539.0,711.32,672.32
582,833.0,819.0,419.32,727.32
583,562.0,642.0,340.32,565.32
584,606.0,629.0,623.32,325.32
585,1032.0,1215.0,386.32,332.32
586,942.0,872.0,330.32,424.32
587,842.0,666.0,318.32,82.32
588,572.0,752.0,273.32,150.32
589,826.0,737.0,426.32,160.32
590,586.0,408.0,738.32,783.32
591,727.0,691.0,490.32,304.32
592,590.0,620.0,273.32,316.32
593,711.0,829.0,563.32,545.32
594,1137.0,1226.0,559.32,667.32
595,959.0,763.0,488.32,432.32
596,467.0,342.0,647.32,748.32
597,468.0,435.0,673.32,756.32
598,572.0,366.0,675.32,630.32
599,800.0,832.0,454.32,540.32
600,875.0,756.0,381.32,334.32
601,1007.0,1021.0,552.32,732.32
602,1133.0,1254.0,610.32,510.32
603,995.0,1168.0,421.32,458.32
604,924.0,1018.0,447.32,371.32
605,585.0,277.0,515.32,98.32
606,774.0,433.0,602.32,279.32
607,480.0,382.0,415.32,581.32
